gene	4	5	15	16	17	18
SMU109_00005	21038	19151	20980	0	18128	16232
SMU109_00010	57643	49141	57777	0	52021	45482
SMU109_00015	15513	24914	24154	0	24375	20505
SMU109_00020	187	1555	1028	0	1379	1484
SMU109_00025	155	197	237	0	199	251
SMU109_00030	2633	2733	2854	0	2843	3344
SMU109_00035	8843	9863	9180	0	8564	13276
SMU109_00040	6394	9857	8281	0	8214	12097
SMU109_00045	9855	9878	8466	0	8293	10992
SMU109_00050	906	1997	1922	0	1377	1422
SMU109_00055	2011	1884	2221	0	1442	1618
SMU109_00060	2798	3806	3343	0	2876	3368
SMU109_00065	3354	3430	2692	0	3012	3059
SMU109_00070	3627	4256	3676	0	3988	4074
SMU109_00075	890	3019	2265	0	2410	2634
SMU109_00080	6538	8032	9396	0	8194	6327
SMU109_00085	15943	12510	15328	0	11758	9256
SMU109_00090	9052	8847	10922	0	9257	7129
SMU109_00095	3082	3413	4075	0	3670	3046
SMU109_00100	997	1991	1546	222	1515	1839
SMU109_01828	5027	4454	3689	3971	3215	5686
SMU109_01833	1900	1770	1288	1435	1162	2197
SMU109_01838	35	46	29	45	27	35
SMU109_01843	739	1015	709	834	666	826
SMU109_01848	5185	7226	4403	5182	4173	5709
SMU109_01853	981	1543	1140	1388	1319	1666
SMU109_01858	2278	2924	2083	2448	1955	2436
SMU109_01863	1207	1912	1525	1632	1397	1672
SMU109_01868	358	509	440	451	345	504
SMU109_01873	0	0	0	0	0	0
SMU109_01878	2512	4166	3320	3756	2776	3068
SMU109_01883	218	231	211	205	166	225
SMU109_01888	97	197	177	183	142	213
SMU109_09886	1	3	1	2	3	5
SMU109_09891	712	900	674	869	760	976
SMU109_09896	2605	2717	1952	2191	2033	3310
SMU109_09901	1417	1748	1363	1659	1583	2515
SMU109_09906	5604	12347	9889	2254	10869	12045
SMU109_09911	67044	71574	50918	13	46237	51811
SMU109_09916	7823	10692	8356	0	8530	8221
SMU109_09921	4965	5691	5906	18	6276	5347
SMU109_09926	234	266	390	355	250	309
SMU109_09942	0	0	0	0	0	0
SMU109_09957	0	0	0	0	0	0
SMU109_09962	138	225	277	0	309	338
SMU109_09967	8199	7473	6907	0	6716	8270
SMU109_09972	11438	15182	12956	0	12554	11056
SMU109_09977	0	0	0	0	0	0
SMU109_09982	0	0	0	0	0	0
SMU109_01893	8797	7217	6615	7047	6018	6852
SMU109_01898	22968	24711	20091	22886	20402	23651
SMU109_01903	6085	5453	5734	6004	5790	6069
SMU109_01908	217	383	387	461	335	402
SMU109_01913	2305	2858	2387	2748	2100	2389
SMU109_01918	4656	6176	7251	7350	6231	6298
SMU109_01923	9267	12795	12301	13816	11306	12058
SMU109_01928	2879	3090	2604	2658	2151	3509
SMU109_01933	21044	26109	23283	27722	26023	26192
SMU109_01938	10437	10973	11494	12135	9246	10119
SMU109_01943	5814	6874	7248	7165	5742	6273
SMU109_01948	5971	6244	7724	8104	6925	5976
SMU109_01953	2584	2893	3632	3816	3139	3070
SMU109_01958	4929	5257	6031	6535	5288	5929
SMU109_01963	13313	10554	10210	10348	8396	11163
SMU109_01968	26867	26954	21970	24661	19923	24638
SMU109_01973	507	1178	746	1188	957	1115
SMU109_01978	2723	2537	2097	2412	2397	3104
SMU109_01983	1569	1852	1430	1630	1564	2044
SMU109_01988	5357	4891	3740	4540	3702	4827
SMU109_01993	1716	1629	1044	1484	1205	1534
SMU109_01998	618	433	409	517	362	432
SMU109_02003	369	583	374	417	381	467
SMU109_02008	3907	2717	2033	2290	1489	2656
SMU109_02013	2084	1120	864	1003	718	1302
SMU109_02018	2650	2033	1486	1671	1255	2457
SMU109_02023	2030	2866	1007	1202	1260	2992
SMU109_02028	311	402	309	337	284	296
SMU109_02033	34	682	30	49	181	114
SMU109_02038	16	332	43	35	86	72
SMU109_02043	10056	9580	7127	9331	6932	12210
SMU109_02048	810	2102	2098	2549	2116	1627
SMU109_02053	4223	4797	4494	4454	4169	3578
SMU109_02058	94	102	104	107	108	105
SMU109_02063	214	996	774	1162	751	1013
SMU109_02068	1107	2277	1566	1719	1427	1889
SMU109_02073	1247	2213	1565	1994	1580	2073
SMU109_02078	230	628	364	424	353	490
SMU109_02083	876	697	619	629	446	540
SMU109_02088	506	701	630	718	552	532
SMU109_02093	1096	1282	1283	1305	1014	1304
SMU109_02098	0	0	0	0	0	0
SMU109_02103	0	0	0	0	0	0
SMU109_02108	0	0	0	0	0	0
SMU109_02113	0	0	0	0	0	0
SMU109_02118	0	0	0	0	0	0
SMU109_02123	0	0	0	0	0	0
SMU109_02128	7414	5897	6352	6567	4634	4228
SMU109_02133	30	32	28	48	43	29
SMU109_02138	103	608	287	535	401	967
SMU109_02143	298	600	578	694	534	1114
SMU109_02148	847	860	703	753	614	1511
SMU109_02153	720	827	514	630	494	1412
SMU109_02158	2113	2318	1951	2187	1746	1727
SMU109_02163	2688	2606	2543	2678	2543	2247
SMU109_02168	4527	4970	4973	5530	4714	4806
SMU109_02173	4679	4507	3971	4274	3696	5424
SMU109_02178	3001	3527	3447	4022	3376	3797
SMU109_02183	8062	8818	7603	8772	7699	9032
SMU109_02188	2082	2699	1912	3059	2552	2523
SMU109_02193	2025	2310	2922	3329	2942	3098
SMU109_02198	1479	1881	2449	3067	2732	2559
SMU109_02203	246	1280	1245	1587	1419	1684
SMU109_02208	2241	2178	1703	2028	1863	2379
SMU109_02213	499	558	492	619	512	834
SMU109_02218	2347	3401	2889	3670	3303	2852
SMU109_02223	310	481	378	436	348	191
SMU109_02228	1755	1905	1940	1843	1636	956
SMU109_02233	740	682	775	695	624	454
SMU109_02238	1033	1296	1207	1162	1092	846
SMU109_02243	771	1040	901	920	807	655
SMU109_02248	565	827	747	740	694	600
SMU109_02253	1434	1789	1602	1486	1395	1329
SMU109_02258	725	1268	1016	958	990	928
SMU109_02263	88	227	116	145	145	172
SMU109_02268	22691	31914	28945	35304	28634	43148
SMU109_02273	1313	1427	2016	1870	1695	1510
SMU109_02278	7321	7377	7728	7829	6492	6019
SMU109_02283	2699	3878	4019	4720	3706	3161
SMU109_02288	31967	33843	29976	33765	25619	32402
SMU109_02293	3795	4467	4136	4305	3553	4258
SMU109_02298	7603	8041	6836	7507	6754	10699
SMU109_02303	4877	8180	6261	7845	7111	11238
SMU109_02308	5499	8234	7140	8272	7295	11727
SMU109_02313	28160	25345	21025	23075	19707	23948
SMU109_02318	39392	37871	30722	34869	29607	36647
SMU109_02323	21144	21301	19171	21685	19100	22156
SMU109_02328	25240	22902	20482	20534	19424	23085
SMU109_02333	761	5179	3896	7685	6216	6756
SMU109_02338	17345	22755	22379	27934	25183	28859
SMU109_02343	19934	22480	21660	25298	22589	25987
SMU109_02348	9869	14323	11135	13870	13856	13450
SMU109_02353	81	204	141	204	174	171
SMU109_09987	0	0	0	0	0	0
SMU109_09992	0	0	0	0	0	0
SMU109_09997	138	194	219	239	223	539
SMU109_10007	530	802	698	878	610	652
SMU109_10012	1702	1359	1299	1085	865	1011
SMU109_10017	1020	1640	1572	2036	1447	1300
SMU109_10022	799	487	617	699	1018	671
SMU109_10041	0	6	4	2	5	4
SMU109_10046	0	0	0	0	0	0
SMU109_10051	429	309	328	276	267	270
SMU109_10056	416	539	385	477	752	485
SMU109_02358	3445	3361	2309	2530	1972	3092
SMU109_02363	2037	3115	2262	2831	2455	3897
SMU109_02368	4599	3749	2928	3060	2884	4542
SMU109_02373	5178	6579	5451	6524	4752	8014
SMU109_02378	3540	4321	3222	3809	3492	4841
SMU109_02383	7195	6948	5519	6621	6488	9040
SMU109_02388	3499	3907	3154	3813	3477	5452
SMU109_02393	5723	5236	4455	5094	4782	8241
SMU109_02398	2011	2194	1746	2133	1900	3291
SMU109_02403	66	61	63	69	50	79
SMU109_02408	755	913	690	868	687	1038
SMU109_02413	657	807	581	732	585	773
SMU109_02418	10025	14725	11103	14675	11707	15971
SMU109_02423	11324	16155	16691	18795	17162	20722
SMU109_02428	1992	4073	4062	4874	4552	5526
SMU109_02433	5863	10904	9521	14648	12131	13815
SMU109_02438	17588	18672	17023	19704	16918	19785
SMU109_02443	165	1109	1081	1781	1371	1542
SMU109_02448	6682	8559	10337	11933	9985	14032
SMU109_02453	10599	12793	10914	11932	10613	11369
SMU109_02458	473	1940	1376	2246	1921	2211
SMU109_02463	2	2	2	4	4	5
SMU109_02468	0	0	0	0	0	0
SMU109_02473	0	0	0	0	0	0
SMU109_02478	1232	1079	751	876	772	1164
SMU109_02483	4084	3996	2755	2964	2530	3876
SMU109_02488	679	875	625	752	694	1089
SMU109_02493	101	444	286	414	352	500
SMU109_02498	1423	1802	2071	2581	1838	2323
SMU109_02503	600	1500	1492	2184	1594	2115
SMU109_02508	523	394	338	324	254	266
SMU109_02513	348	617	509	568	464	461
SMU109_02518	592	822	656	782	590	687
SMU109_02523	617	1016	834	1022	409	835
SMU109_02528	10280	11228	7638	9079	7702	13824
SMU109_02533	4891	8001	4644	6221	5505	9086
SMU109_02538	512	898	1084	1342	1081	818
SMU109_02543	4459	3835	4382	4355	3714	3340
SMU109_02548	3041	3020	4255	4312	3748	3417
SMU109_02553	3042	4058	4732	5238	4652	4480
SMU109_02558	2479	2690	3889	4307	3822	3750
SMU109_02563	2130	2457	2612	3078	2670	2625
SMU109_02568	4486	4362	4976	5525	4908	5250
SMU109_02573	6118	7411	9382	9934	9383	9432
SMU109_02578	5112	6814	7748	8796	8058	8286
SMU109_02583	3596	5167	5188	6421	4811	6040
SMU109_02588	2805	3773	3374	4056	3370	3978
SMU109_02593	7109	10620	7754	9782	8743	14015
SMU109_02598	10241	7961	6671	7611	6834	10879
SMU109_02603	1165	1804	1421	1744	1511	1757
SMU109_02608	153	265	112	216	179	332
SMU109_02613	4978	5650	3875	4549	4169	4649
SMU109_02618	3221	4213	4028	4853	3875	4113
SMU109_02623	12791	13980	13367	15273	12260	14125
SMU109_02628	1211	1598	1747	1761	1471	1773
SMU109_02633	7857	8807	7156	8490	6301	9147
SMU109_02638	5648	5258	4886	5567	4205	6046
SMU109_02643	5922	8911	8306	10289	8572	10726
SMU109_02648	11122	14161	14162	15866	10943	12213
SMU109_02653	15514	17304	18513	20515	14635	16434
SMU109_02658	22662	24756	26113	28425	20620	23161
SMU109_02663	12849	11128	11256	11663	8936	9542
SMU109_02668	8100	9466	10124	11321	8273	8502
SMU109_02673	24242	24589	26053	25903	18964	20984
SMU109_02678	10969	12254	13833	15087	10280	10357
SMU109_02683	15888	15787	18230	19892	13722	14360
SMU109_02688	17599	18558	19944	20930	14599	15004
SMU109_02693	1142	4681	5095	7205	4985	4451
SMU109_02698	10346	11877	15011	16159	11022	10433
SMU109_02703	11130	10484	12662	12344	8766	8677
SMU109_02708	16194	15376	18729	19296	15155	20777
SMU109_02713	345	460	536	532	481	452
SMU109_02718	3366	4137	3056	3376	3217	3394
SMU109_10071	11	18	10	6	10	16
SMU109_10083	8	27	22	26	20	35
SMU109_10098	220	108	42	48	39	49
SMU109_02723	82	70	48	65	48	59
SMU109_02728	419	294	287	288	272	293
SMU109_02733	259	176	151	140	139	168
SMU109_02738	87	78	83	80	78	80
SMU109_02743	881	834	683	797	738	1102
SMU109_02748	9772	10208	9136	10844	8962	12165
SMU109_02753	7002	7312	7116	7924	6562	7987
SMU109_02758	3134	3532	2949	2985	2259	3601
SMU109_02763	478	362	279	344	262	514
SMU109_10103	29850	47521	31057	0	36192	37615
SMU109_02768	2081	2719	2126	2430	2265	3078
SMU109_02773	932	963	709	818	789	1018
SMU109_02778	978	1118	836	1057	902	1294
SMU109_02783	732	909	764	844	770	1008
SMU109_02788	427	394	403	409	451	635
SMU109_02793	885	1054	824	968	942	1408
SMU109_02798	1107	1452	1217	1317	1352	1861
SMU109_02803	3042	3162	2415	2662	2183	1987
SMU109_02808	980	1420	1281	1801	1569	1550
SMU109_02813	423	592	684	727	698	702
SMU109_02818	4300	3492	3595	3539	3560	3490
SMU109_02823	8237	10493	9382	10789	9926	10285
SMU109_02828	34487	36957	29116	35512	26939	34958
SMU109_02833	5289	7548	12200	13361	14180	9664
SMU109_02838	3761	6383	9734	11907	12182	8933
SMU109_02843	3069	5297	5089	5798	4748	4568
SMU109_02848	2783	4285	4913	5496	4349	3902
SMU109_02853	5110	6297	7277	7935	5992	5537
SMU109_02858	10695	13029	14892	15043	12764	12454
SMU109_02863	3672	3911	4342	4616	3702	3653
SMU109_02868	7128	8098	8568	9246	7173	7371
SMU109_02873	4723	5489	5618	6114	4792	5978
SMU109_02878	1838	1901	2182	2502	1881	2350
SMU109_02883	223	683	688	878	674	990
SMU109_02888	3088	7555	7359	10045	6763	5732
SMU109_02893	2337	2714	2576	2991	2649	3036
SMU109_02898	1093	1396	1384	1543	1378	1603
SMU109_02903	88	108	102	123	159	113
SMU109_02908	29683	40713	36966	41250	39367	43553
SMU109_02913	3621	4202	3885	4525	3793	3892
SMU109_02918	5156	4786	4819	4924	4419	4759
SMU109_02923	3391	4190	3753	4139	3506	3572
SMU109_02928	4232	5217	4959	5125	4351	4175
SMU109_02933	3722	4676	4480	5068	4312	3889
SMU109_02938	3807	4511	5034	5301	4427	4118
SMU109_02943	1798	2024	2263	2445	2340	1974
SMU109_02948	2734	3119	3089	3366	3006	3099
SMU109_02953	981	1465	1303	1728	1575	1517
SMU109_02958	3761	4977	4834	5046	4682	5014
SMU109_02963	3170	4032	4059	4509	4410	4926
SMU109_02968	2260	3220	2870	3331	2835	3186
SMU109_02973	743	1059	888	1125	997	1249
