gene	50	51	52	53	54	55
SMU21_00005	277	97	652	861	450	763
SMU21_00010	452	71	1029	1066	610	1181
SMU21_00015	296	130	739	606	320	623
SMU21_00020	138	42	319	234	148	261
SMU21_00025	95	28	243	206	119	202
SMU21_00030	2	3	10	14	10	12
SMU21_01749	149	89	335	476	229	348
SMU21_01754	447	83	815	1679	1076	1014
SMU21_01759	142	32	270	632	341	303
SMU21_01764	457	258	1149	2741	1335	2377
SMU21_01769	424	170	1016	2570	1228	2191
SMU21_01774	447	240	1098	2706	1411	2341
SMU21_01779	480	492	1152	3349	1745	2806
SMU21_01784	550	485	1111	1890	1036	1601
SMU21_01789	662	774	1503	2140	1297	1729
SMU21_01794	1766	2459	4000	4728	2810	4320
SMU21_01799	904	717	2018	2664	1471	2536
SMU21_01804	755	342	1719	1863	1067	1838
SMU21_01809	838	269	1877	1866	1010	1955
SMU21_01814	419	324	829	1148	711	1115
SMU21_01819	201	48	517	1201	686	1105
SMU21_01824	1942	2380	4136	8377	4703	7231
SMU21_01829	1550	1057	3439	5732	3107	4766
SMU21_01834	129	38	278	373	176	293
SMU21_01839	69	30	178	218	117	133
SMU21_09992	432	436	809	1111	746	1167
SMU21_01844	97	166	180	1177	766	1138
SMU21_01849	74	59	144	210	119	191
SMU21_01854	510	875	976	2583	1352	1942
SMU21_01859	0	0	0	0	0	0
SMU21_01864	142	108	234	574	283	480
SMU21_01869	177	178	380	829	411	644
SMU21_01874	377	387	681	1761	855	1245
SMU21_01879	180	115	289	637	322	474
SMU21_01884	972	1329	1771	4784	2351	3420
SMU21_01889	168	150	272	826	418	599
SMU21_01894	16	30	38	52	31	46
SMU21_01899	672	618	1395	2120	1269	1970
SMU21_01904	2003	2007	4380	6978	3963	6236
SMU21_01909	335	218	790	1407	706	978
SMU21_01914	1033	1004	2192	4164	2394	3480
SMU21_01919	1548	3191	3353	4221	2419	3185
SMU21_01924	27203	25034	61286	73637	47967	70945
SMU21_01929	39	34	76	62	49	65
SMU21_01934	747	536	1630	1036	566	775
SMU21_01941	2081	3567	4332	5035	2903	4179
SMU21_01946	177	137	440	503	240	388
SMU21_01951	357	280	740	1134	653	1072
SMU21_01956	500	580	1063	2000	1079	1808
SMU21_01961	2185	4262	4565	9749	5997	8395
SMU21_01966	132	309	270	500	315	413
SMU21_01971	1016	382	2122	4049	2271	3799
SMU21_01976	562	187	1195	1811	1047	1571
SMU21_01981	756	238	1432	2280	1253	1999
SMU21_01986	1665	659	3391	5034	2901	5108
SMU21_01991	3474	1474	8410	9215	5129	9248
SMU21_01996	1107	924	2324	5313	2616	3372
SMU21_02001	571	461	1325	1122	581	876
SMU21_02006	250	74	550	396	247	459
SMU21_02011	83	29	226	162	96	154
SMU21_02016	2166	2378	4642	7287	4251	6061
SMU21_02021	1883	2171	4006	6237	3668	5184
SMU21_02026	1128	1317	2576	3551	1913	2664
SMU21_02031	32	17	55	56	34	39
SMU21_02036	2032	3084	4354	3375	2228	2826
SMU21_02041	3798	6507	8619	12859	8231	12521
SMU21_02046	133	130	302	358	229	375
SMU21_02051	433	412	819	1030	633	1081
SMU21_02056	360	379	916	882	592	989
SMU21_02061	246	352	575	666	449	626
SMU21_02066	106	202	195	321	199	299
SMU21_02071	1392	1857	3084	4172	2646	3903
SMU21_02076	3507	3877	8284	12111	7376	10956
SMU21_02081	1457	1623	3178	5362	3170	4872
SMU21_02086	1151	1637	2824	3545	2261	2976
SMU21_02091	493	653	1175	1568	1004	1412
SMU21_02096	362	78	703	773	424	689
SMU21_02101	478	222	1024	1015	656	914
SMU21_02106	219	636	551	563	340	458
SMU21_02111	72	94	131	331	187	279
SMU21_02116	210	163	465	323	211	254
SMU21_02121	1508	1290	3133	4518	2729	3684
SMU21_02126	1405	577	2856	4307	2242	3873
SMU21_02131	2614	3237	6257	11256	6235	9212
SMU21_02136	394	143	913	1009	489	814
SMU21_02141	146	30	406	459	196	380
SMU21_02146	246	32	630	991	550	977
SMU21_02151	162	35	506	553	333	564
SMU21_02156	1221	447	2824	2940	1733	3072
SMU21_02161	643	445	1522	1888	1104	1784
SMU21_02166	1630	932	3598	4525	2560	4233
SMU21_02171	938	683	2133	2036	1146	1891
SMU21_02176	433	273	1120	820	481	728
SMU21_02181	1898	421	4611	2535	1935	3209
SMU21_02186	966	409	2702	1347	911	1389
SMU21_02191	3440	4548	8163	16433	9179	13633
SMU21_02196	1584	1993	3999	8429	4417	6678
SMU21_02201	1244	1401	4616	5627	3173	4987
SMU21_02206	4491	1174	11272	9930	5892	10184
SMU21_02211	776	130	2099	1539	942	1660
SMU21_02216	2823	1045	7154	6660	3965	6498
SMU21_02221	426	115	1064	878	479	871
SMU21_02226	202	72	469	387	231	365
SMU21_02231	6633	17162	17113	15136	9050	12511
SMU21_02236	33	17	71	101	54	104
SMU21_02241	304	422	745	1432	929	1400
SMU21_02246	28	36	55	80	33	55
SMU21_02251	94	155	253	318	173	232
SMU21_02256	361	484	842	1071	611	882
SMU21_02261	4640	10972	9755	16876	9572	12572
SMU21_02266	2006	4487	4172	5368	3122	4071
SMU21_02271	320	240	716	772	443	612
SMU21_02276	101	75	223	244	175	218
SMU21_02281	99	73	295	580	358	451
SMU21_02286	1194	2279	2167	4537	2641	3807
SMU21_02291	854	1950	1758	2210	1456	2036
SMU21_02296	1096	2028	2155	2658	1679	2384
SMU21_02301	678	1228	1438	1959	1256	1611
SMU21_02306	1168	1708	2232	2935	1784	2589
SMU21_02311	17	12	33	86	43	66
SMU21_02316	90	30	209	150	80	173
